id_bioguide,id_thomas,id_lis,id_govtrack,id_opensecrets,id_votesmart,id_fec,id_cspan,id_wikipedia,id_house_history,id_ballotpedia,id_maplight,id_icpsr,id_wikidata,id_google_entity_id,id_pictorial,name_first,name_last,name_official_full,bio_birthday,bio_gender,term_type,term_start,term_end,term_state,term_district,term_party,term_class,term_url,term_address,term_phone,term_fax,term_contact_form,term_office,term_state_rank,term_rss_url,name_middle,name_nickname,term_caucus,term_how,name_suffix,term_end-type,term_party_affiliations
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2013-01-03,2015-01-03,MI,2,Republican,NA,http://huizenga.house.gov,1217 Longworth HOB; Washington DC 20515-2202,202-225-4401,202-226-0779,http://huizenga.house.gov/contact/,1217 Longworth House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2015-01-06,2017-01-03,MI,2,Republican,NA,http://huizenga.house.gov,1217 Longworth HOB; Washington DC 20515-2202,202-225-4401,202-226-0779,http://huizenga.house.gov/contact/,1217 Longworth House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2017-01-03,2019-01-03,MI,2,Republican,NA,https://huizenga.house.gov,2232 Rayburn House Office Building; Washington DC 20515-2202,202-225-4401,202-226-0779,NA,2232 Rayburn House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2019-01-03,2021-01-03,MI,2,Republican,NA,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2202,202-225-4401,NA,NA,2232 Rayburn House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2021-01-03,2023-01-03,MI,2,Republican,NA,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2202,202-225-4401,NA,NA,2232 Rayburn House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2023-01-03,2025-01-03,MI,4,Republican,NA,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2204,202-225-4401,NA,NA,2232 Rayburn House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
H001058,02028,NA,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,21142,Q862199,kg:/m/05b0j1w,13097,Bill,Huizenga,Bill Huizenga,1969-01-31,M,rep,2025-01-03,2027-01-03,MI,4,Republican,NA,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2204,202-225-4401,NA,NA,2232 Rayburn House Office Building,NA,http://huizenga.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2007-01-04,2009-01-03,GA,4,Democrat,NA,http://hankjohnson.house.gov,NA,NA,NA,NA,NA,NA,NA,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2009-01-06,2011-01-03,GA,4,Democrat,NA,http://hankjohnson.house.gov,NA,NA,NA,NA,NA,NA,NA,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2011-01-05,2013-01-03,GA,4,Democrat,NA,http://hankjohnson.house.gov,1427 Longworth HOB; Washington DC 20515-1004,202-225-1605,202-226-0691,http://hankjohnson.house.gov/contact_hank_write.shtml,1427 Longworth House Office Building,NA,NA,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2013-01-03,2015-01-03,GA,4,Democrat,NA,http://hankjohnson.house.gov,2240 Rayburn HOB; Washington DC 20515-1004,202-225-1605,202-226-0691,https://hankjohnson.house.gov/contact-me/email-me,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2015-01-06,2017-01-03,GA,4,Democrat,NA,http://hankjohnson.house.gov,2240 Rayburn HOB; Washington DC 20515-1004,202-225-1605,202-226-0691,https://hankjohnson.house.gov/contact-me/email-me,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2017-01-03,2019-01-03,GA,4,Democrat,NA,https://hankjohnson.house.gov,2240 Rayburn House Office Building; Washington DC 20515-1004,202-225-1605,202-226-0691,NA,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2019-01-03,2021-01-03,GA,4,Democrat,NA,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,NA,NA,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2021-01-03,2023-01-03,GA,4,Democrat,NA,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,NA,NA,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2023-01-03,2025-01-03,GA,4,Democrat,NA,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,NA,NA,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000288,01843,NA,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,20712,Q983537,kg:/m/0flgyy,13013,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,2025-01-03,2027-01-03,GA,4,Democrat,NA,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,NA,NA,2240 Rayburn House Office Building,NA,http://hankjohnson.house.gov/rss.xml,C.,Hank,NA,NA,Jr.,NA,
J000293,02086,S345,412496,N00032546,126217,S0WI00197,62835,Ron Johnson,NA,Ron Johnson (Wisconsin),1501,41111,Q970272,kg:/m/0cmdpzc,13435,Ron,Johnson,Ron Johnson,1955-04-08,M,sen,2011-01-05,2017-01-03,WI,NA,Republican,3,http://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,920-230-7262,http://www.ronjohnson.senate.gov/public/index.cfm/contact,328 Hart Senate Office Building,senior,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,NA,NA,NA,NA,NA,NA,
J000293,02086,S345,412496,N00032546,126217,S0WI00197,62835,Ron Johnson,NA,Ron Johnson (Wisconsin),1501,41111,Q970272,kg:/m/0cmdpzc,13435,Ron,Johnson,Ron Johnson,1955-04-08,M,sen,2017-01-03,2023-01-03,WI,NA,Republican,3,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,920-230-7262,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,328 Hart Senate Office Building,senior,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,NA,NA,NA,NA,NA,NA,
J000293,02086,S345,412496,N00032546,126217,S0WI00197,62835,Ron Johnson,NA,Ron Johnson (Wisconsin),1501,41111,Q970272,kg:/m/0cmdpzc,13435,Ron,Johnson,Ron Johnson,1955-04-08,M,sen,2023-01-03,2029-01-03,WI,NA,Republican,3,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,NA,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,328 Hart Senate Office Building,senior,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2007-01-04,2009-01-03,OH,4,Republican,NA,http://jordan.house.gov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2009-01-06,2011-01-03,OH,4,Republican,NA,http://jordan.house.gov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2011-01-05,2013-01-03,OH,4,Republican,NA,http://jordan.house.gov,1524 Longworth HOB; Washington DC 20515-3504,202-225-2676,202-226-0577,http://jordan.house.gov/contactform_zipcheck.shtml,1524 Longworth House Office Building,NA,NA,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2013-01-03,2015-01-03,OH,4,Republican,NA,http://jordan.house.gov,1524 Longworth HOB; Washington DC 20515-3504,202-225-2676,202-226-0577,http://jordan.house.gov/contact/,1524 Longworth House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2015-01-06,2017-01-03,OH,4,Republican,NA,http://jordan.house.gov,1524 Longworth HOB; Washington DC 20515-3504,202-225-2676,202-226-0577,http://jordan.house.gov/contact/,1524 Longworth House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2017-01-03,2019-01-03,OH,4,Republican,NA,https://jordan.house.gov,2056 Rayburn House Office Building; Washington DC 20515-3504,202-225-2676,202-226-0577,NA,2056 Rayburn House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2019-01-03,2021-01-03,OH,4,Republican,NA,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,NA,NA,2056 Rayburn House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2021-01-03,2023-01-03,OH,4,Republican,NA,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,NA,NA,2056 Rayburn House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2023-01-03,2025-01-03,OH,4,Republican,NA,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,NA,NA,2056 Rayburn House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
J000289,01868,NA,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan,16067,Jim Jordan,711,20738,Q186215,kg:/m/04l4x5,13198,Jim,Jordan,Jim Jordan,1964-02-17,M,rep,2025-01-03,2027-01-03,OH,4,Republican,NA,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,NA,NA,2056 Rayburn House Office Building,NA,http://jordan.house.gov/news/rss.aspx,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1983-01-03,1985-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1985-01-03,1987-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1987-01-06,1989-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1989-01-03,1991-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1991-01-03,1993-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1993-01-05,1995-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1995-01-04,1997-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1997-01-07,1999-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,1999-01-06,2001-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2001-01-03,2003-01-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2003-01-07,2005-01-03,OH,9,Democrat,NA,http://www.house.gov/kaptur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2005-01-04,2007-01-03,OH,9,Democrat,NA,http://www.house.gov/kaptur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2007-01-04,2009-01-03,OH,9,Democrat,NA,http://kaptur.house.gov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2009-01-06,2011-01-03,OH,9,Democrat,NA,http://kaptur.house.gov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2011-01-05,2013-01-03,OH,9,Democrat,NA,http://kaptur.house.gov,2186 Rayburn HOB; Washington DC 20515-3509,202-225-4146,202-225-7711,http://kaptur.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=2&amp;format=raw,2186 Rayburn House Office Building,NA,NA,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2013-01-03,2015-01-03,OH,9,Democrat,NA,http://www.kaptur.house.gov,2186 Rayburn HOB; Washington DC 20515-3509,202-225-4146,202-225-7711,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2015-01-06,2017-01-03,OH,9,Democrat,NA,http://kaptur.house.gov,2186 Rayburn HOB; Washington DC 20515-3509,202-225-4146,202-225-7711,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2017-01-03,2019-01-03,OH,9,Democrat,NA,https://kaptur.house.gov,2186 Rayburn House Office Building; Washington DC 20515-3509,202-225-4146,202-225-7711,NA,2186 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2019-01-03,2021-01-03,OH,9,Democrat,NA,https://kaptur.house.gov,2186 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,NA,NA,2186 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2021-01-03,2023-01-03,OH,9,Democrat,NA,https://kaptur.house.gov,2186 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,NA,NA,2186 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2023-01-03,2025-01-03,OH,9,Democrat,NA,https://kaptur.house.gov,2186 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,NA,NA,2186 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000009,00616,NA,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,Marcy Kaptur,312,15029,Q436537,kg:/m/039s3l,13203,Marcy,Kaptur,Marcy Kaptur,1946-06-17,F,rep,2025-01-03,2027-01-03,OH,9,Democrat,NA,https://kaptur.house.gov,2314 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,NA,NA,2314 Rayburn House Office Building,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,NA,NA,NA,NA,NA,NA,
K000375,02025,NA,412435,N00031933,4743,H0MA10082,61856,Bill Keating (politician),16570,Bill Keating,1446,21140,Q775412,kg:/m/09v6g7c,13083,William,Keating,William R. Keating,1952-09-06,M,rep,2011-01-05,2013-01-03,MA,10,Democrat,NA,http://keating.house.gov/,315 Cannon HOB; Washington DC 20515-2110,202-225-3111,202-225-5658,NA,315 Cannon House Office Building,NA,NA,R.,NA,NA,NA,NA,NA,
K000375,02025,NA,412435,N00031933,4743,H0MA10082,61856,Bill Keating (politician),16570,Bill Keating,1446,21140,Q775412,kg:/m/09v6g7c,13083,William,Keating,William R. Keating,1952-09-06,M,rep,2013-01-03,2015-01-03,MA,9,Democrat,NA,http://keating.house.gov,315 Cannon HOB; Washington DC 20515-2109,202-225-3111,202-225-5658,https://forms.house.gov/keating/webforms/contact.shtml,315 Cannon House Office Building,NA,http://keating.house.gov/index.php?format=feed&amp;type=rss,R.,NA,NA,NA,NA,NA,
K000375,02025,NA,412435,N00031933,4743,H0MA10082,61856,Bill Keating (politician),16570,Bill Keating,1446,21140,Q775412,kg:/m/09v6g7c,13083,William,Keating,William R. Keating,1952-09-06,M,rep,2015-01-06,2017-01-03,MA,9,Democrat,NA,http://keating.house.gov,315 Cannon HOB; Washington DC 20515-2109,202-225-3111,202-225-5658,https://forms.house.gov/keating/webforms/contact.shtml,315 Cannon House Office Building,NA,http://keating.house.gov/index.php?format=feed&amp;type=rss,R.,NA,NA,NA,NA,NA,
K000375,02025,NA,412435,N00031933,4743,H0MA10082,61856,Bill Keating (politician),16570,Bill Keating,1446,21140,Q775412,kg:/m/09v6g7c,13083,William,Keating,William R. Keating,1952-09-06,M,rep,2017-01-03,2019-01-03,MA,9,Democrat,NA,https://keating.house.gov,2351 Rayburn House Office Building; Washington DC 20515-2109,202-225-3111,202-225-5658,NA,2351 Rayburn House Office Building,NA,http://keating.house.gov/index.php?format=feed&amp;type=rss,R.,NA,NA,NA,NA,NA,
K000375,02025,NA,412435,N00031933,4743,H0MA10082,61856,Bill Keating (politician),16570,Bill Keating,1446,21140,Q775412,kg:/m/09v6g7c,13083,William,Keating,William R. Keating,1952-09-06,M,rep,2019-01-03,2021-01-03,MA,9,Democrat,NA,https://keating.house.gov,2351 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,NA,NA,2351 Rayburn House Office Building,NA,http://keating.house.gov/index.php?format=feed&amp;type=rss,R.,NA,NA,NA,NA,NA,
K000375,02025,NA,412435,N00031933,4743,H0MA10082,61856,Bill Keating (politician),16570,Bill Keating,1446,21140,Q775412,kg:/m/09v6g7c,13083,William,Keating,William R. Keating,1952-09-06,M,rep,2021-01-03,2023-01-03,MA,9,Democrat,NA,https://keating.house.gov,2351 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,NA,NA,2351 Rayburn House Office Building,NA,http://keating.house.gov/index.php?format=feed&amp;type=rss,R.,NA,NA,NA,NA,NA,
