list_nr,id_bioguide,id_thomas,id_lis,id_govtrack,id_opensecrets,id_votesmart,id_fec,id_cspan,id_wikipedia,id_house_history,id_ballotpedia,id_maplight,id_icpsr,id_wikidata,id_google_entity_id,id_pictorial,name_first,name_last,name_official_full,bio_birthday,bio_gender,term_type,term_start,term_end,term_state,term_district,term_party,term_class,term_url,term_address,term_phone,term_fax,term_contact_form,term_office,term_state_rank,term_rss_url,name_middle,name_nickname,term_caucus,term_how,name_suffix,term_end-type,term_party_affiliations,id_bioguide_previous,id_house_history_alternate
3214,G000300,NA,NA,404659,NA,NA,NA,NA,Henry C. Goodwin,13944,NA,NA,3685,Q5719008,kg:/m/02rkqcj,NA,Henry,Goodwin,NA,1824-06-25,M,rep,1853-12-05,1855-03-03,NY,22,Whig,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles,NA,NA,NA,NA,NA,,NA,NA
3214,G000300,NA,NA,404659,NA,NA,NA,NA,Henry C. Goodwin,13944,NA,NA,3685,Q5719008,kg:/m/02rkqcj,NA,Henry,Goodwin,NA,1824-06-25,M,rep,1857-12-07,1859-03-03,NY,22,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles,NA,NA,NA,NA,NA,,NA,NA
3215,G000373,NA,NA,404725,NA,NA,NA,NA,Amos P. Granger,14034,NA,NA,3747,Q474292,kg:/m/02rkm5x,NA,Amos,Granger,NA,1789-06-03,M,rep,1855-12-03,1857-03-03,NY,24,Ind. Republican-Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phelps,NA,NA,NA,NA,NA,,NA,NA
3215,G000373,NA,NA,404725,NA,NA,NA,NA,Amos P. Granger,14034,NA,NA,3747,Q474292,kg:/m/02rkm5x,NA,Amos,Granger,NA,1789-06-03,M,rep,1857-12-07,1859-03-03,NY,24,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phelps,NA,NA,NA,NA,NA,,NA,NA
3216,G000414,NA,NA,404762,NA,NA,NA,NA,James S. Green,14091,NA,NA,3780,Q1681068,kg:/m/0cz6bq,NA,James,Green,NA,1817-02-28,M,rep,1847-12-06,1849-03-03,MO,3,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen,NA,NA,NA,NA,NA,,NA,NA
3216,G000414,NA,NA,404762,NA,NA,NA,NA,James S. Green,14091,NA,NA,3780,Q1681068,kg:/m/0cz6bq,NA,James,Green,NA,1817-02-28,M,rep,1849-12-03,1851-03-03,MO,3,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen,NA,NA,NA,NA,NA,,NA,NA
3216,G000414,NA,NA,404762,NA,NA,NA,NA,James S. Green,14091,NA,NA,3780,Q1681068,kg:/m/0cz6bq,NA,James,Green,NA,1817-02-28,M,sen,1857-12-07,1861-03-03,MO,NA,Democrat,3,NA,NA,NA,NA,NA,NA,NA,NA,Stephen,NA,NA,NA,NA,NA,,NA,NA
3217,G000436,NA,NA,404784,NA,NA,NA,NA,Alfred B. Greenwood,14117,NA,NA,3800,Q2644672,kg:/m/02pxh9b,NA,Alfred,Greenwood,NA,1811-07-11,M,rep,1853-12-05,1855-03-03,AR,1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burton,NA,NA,NA,NA,NA,,NA,NA
3217,G000436,NA,NA,404784,NA,NA,NA,NA,Alfred B. Greenwood,14117,NA,NA,3800,Q2644672,kg:/m/02pxh9b,NA,Alfred,Greenwood,NA,1811-07-11,M,rep,1855-12-03,1857-03-03,AR,1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burton,NA,NA,NA,NA,NA,,NA,NA
3217,G000436,NA,NA,404784,NA,NA,NA,NA,Alfred B. Greenwood,14117,NA,NA,3800,Q2644672,kg:/m/02pxh9b,NA,Alfred,Greenwood,NA,1811-07-11,M,rep,1857-12-07,1859-03-03,AR,1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burton,NA,NA,NA,NA,NA,,NA,NA
3218,G000444,NA,NA,404791,NA,NA,NA,NA,James M. Gregg,14127,NA,NA,3807,Q1680738,kg:/m/02rkgfm,NA,James,Gregg,NA,1806-06-26,M,rep,1857-12-07,1859-03-03,IN,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Madison,NA,NA,NA,NA,NA,,NA,NA
3219,G000490,NA,NA,404835,NA,NA,NA,NA,William S. Groesbeck,14180,NA,NA,3848,Q1650370,kg:/m/02rm3tk,NA,William,Groesbeck,NA,1815-07-24,M,rep,1857-12-07,1859-03-03,OH,2,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slocum,NA,NA,NA,NA,NA,,NA,NA
3220,G000540,NA,NA,404883,NA,NA,NA,NA,William M. Gwin,14242,NA,NA,3887,Q5868980,kg:/m/03kwx6,NA,William,Gwin,NA,1805-10-09,M,rep,1841-05-31,1843-03-03,MS,-1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,McKendree,NA,NA,NA,NA,NA,,NA,NA
3220,G000540,NA,NA,404883,NA,NA,NA,NA,William M. Gwin,14242,NA,NA,3887,Q5868980,kg:/m/03kwx6,NA,William,Gwin,NA,1805-10-09,M,sen,1850-09-10,1855-03-03,CA,NA,Democrat,3,NA,NA,NA,NA,NA,NA,NA,NA,McKendree,NA,NA,NA,NA,NA,,NA,NA
3220,G000540,NA,NA,404883,NA,NA,NA,NA,William M. Gwin,14242,NA,NA,3887,Q5868980,kg:/m/03kwx6,NA,William,Gwin,NA,1805-10-09,M,sen,1857-12-07,1861-03-03,CA,NA,Democrat,3,NA,NA,NA,NA,NA,NA,NA,NA,McKendree,NA,NA,NA,NA,NA,,NA,NA
3221,H000059,NA,NA,404944,NA,NA,NA,NA,Lawrence W. Hall,14360,NA,NA,3945,Q6504699,kg:/m/02rm29s,NA,Lawrence,Hall,NA,NA,M,rep,1857-12-07,1859-03-03,OH,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3222,H000068,NA,NA,404952,NA,NA,NA,NA,Robert Bernard Hall,14372,NA,NA,3953,Q1258294,kg:/m/0270nzd,NA,Robert,Hall,NA,1812-01-28,M,rep,1855-12-03,1857-03-03,MA,1,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bernard,NA,NA,NA,NA,NA,,NA,NA
3222,H000068,NA,NA,404952,NA,NA,NA,NA,Robert Bernard Hall,14372,NA,NA,3953,Q1258294,kg:/m/0270nzd,NA,Robert,Hall,NA,1812-01-28,M,rep,1857-12-07,1859-03-03,MA,1,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bernard,NA,NA,NA,NA,NA,,NA,NA
3223,H000128,NA,NA,405010,NA,NA,NA,NA,James H. Hammond,14444,NA,NA,4007,Q731148,kg:/m/09mx5h,NA,James,Hammond,NA,1807-11-15,M,rep,1835-12-07,1837-03-03,SC,4,Nullifier,NA,NA,NA,NA,NA,NA,NA,NA,NA,Henry,NA,NA,NA,NA,NA,,NA,NA
3223,H000128,NA,NA,405010,NA,NA,NA,NA,James H. Hammond,14444,NA,NA,4007,Q731148,kg:/m/09mx5h,NA,James,Hammond,NA,1807-11-15,M,sen,1857-12-07,1861-03-03,SC,NA,Democrat,3,NA,NA,NA,NA,NA,NA,NA,NA,Henry,NA,NA,NA,NA,NA,,NA,NA
3224,H000207,NA,NA,405086,NA,NA,NA,NA,Aaron Harlan,14543,NA,NA,4073,Q4662074,kg:/m/02rlzl2,NA,Aaron,Harlan,NA,1802-09-08,M,rep,1853-12-05,1855-03-03,OH,7,Whig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3224,H000207,NA,NA,405086,NA,NA,NA,NA,Aaron Harlan,14543,NA,NA,4073,Q4662074,kg:/m/02rlzl2,NA,Aaron,Harlan,NA,1802-09-08,M,rep,1855-12-03,1857-03-03,OH,7,Ind. Republican-Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3224,H000207,NA,NA,405086,NA,NA,NA,NA,Aaron Harlan,14543,NA,NA,4073,Q4662074,kg:/m/02rlzl2,NA,Aaron,Harlan,NA,1802-09-08,M,rep,1857-12-07,1859-03-03,OH,7,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3225,H000255,NA,NA,405132,NA,NA,NA,NA,Thomas L. Harris,14600,NA,NA,4116,Q2781217,kg:/m/02rkd2b,NA,Thomas,Harris,NA,1816-10-29,M,rep,1849-12-03,1851-03-03,IL,7,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langrell,NA,NA,NA,NA,NA,,NA,NA
3225,H000255,NA,NA,405132,NA,NA,NA,NA,Thomas L. Harris,14600,NA,NA,4116,Q2781217,kg:/m/02rkd2b,NA,Thomas,Harris,NA,1816-10-29,M,rep,1855-12-03,1857-03-03,IL,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langrell,NA,NA,NA,NA,NA,,NA,NA
3225,H000255,NA,NA,405132,NA,NA,NA,NA,Thomas L. Harris,14600,NA,NA,4116,Q2781217,kg:/m/02rkd2b,NA,Thomas,Harris,NA,1816-10-29,M,rep,1857-12-07,1859-03-03,IL,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langrell,NA,NA,NA,NA,NA,,NA,NA
3226,H000336,NA,NA,405206,NA,NA,NA,NA,Israel T. Hatch,14696,NA,NA,4186,Q6087250,kg:/m/02rkq_h,NA,Israel,Hatch,NA,1808-06-30,M,rep,1857-12-07,1859-03-03,NY,32,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thompson,NA,NA,NA,NA,NA,,NA,NA
3227,H000481,NA,NA,405344,NA,NA,NA,NA,J. Pinckney Henderson,NA,NA,NA,4308,Q881060,kg:/m/02pv3w,NA,James,Henderson,NA,1808-03-31,M,sen,1857-12-07,1859-03-03,TX,NA,Democrat,1,NA,NA,NA,NA,NA,NA,NA,NA,Pinckney,NA,NA,NA,NA,NA,,NA,NA
3228,H000672,NA,NA,405526,NA,NA,NA,NA,Charles D. Hodges,15116,NA,NA,4478,Q5076653,kg:/m/02rk92f,NA,Charles,Hodges,NA,1810-02-04,M,rep,1857-12-07,1859-03-03,IL,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drury,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1835-12-07,1837-03-03,VA,18,Jackson,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1837-09-04,1839-03-03,VA,18,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1839-12-02,1841-03-03,VA,18,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1841-05-31,1843-03-03,VA,18,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1843-12-04,1845-03-03,VA,13,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1845-12-01,1847-03-03,VA,13,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3229,H000774,NA,NA,405624,NA,NA,NA,NA,George Washington Hopkins,15243,NA,NA,4568,Q1508539,kg:/m/0282qrt,NA,George,Hopkins,NA,1804-02-22,M,rep,1857-12-07,1859-03-03,VA,13,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3230,H000923,NA,NA,405768,NA,NA,NA,NA,James Hughes (representative),15423,NA,NA,4701,Q1680588,kg:/m/02wwx44,NA,James,Hughes,NA,1823-11-24,M,rep,1857-12-07,1859-03-03,IN,3,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3231,H001020,NA,NA,405857,NA,NA,NA,NA,John Huyler,15541,NA,NA,4784,Q1700543,kg:/m/02x4075,NA,John,Huyler,NA,1808-04-09,M,rep,1857-12-07,1859-03-03,NJ,4,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3232,J000106,NA,NA,406008,NA,NA,NA,NA,Joshua Jewett,15826,NA,NA,4933,Q1708577,kg:/m/02rdr1l,NA,Joshua,Jewett,NA,1815-09-30,M,rep,1855-12-03,1857-03-03,KY,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,NA,NA,NA,NA,NA,,NA,NA
3232,J000106,NA,NA,406008,NA,NA,NA,NA,Joshua Jewett,15826,NA,NA,4933,Q1708577,kg:/m/02rdr1l,NA,Joshua,Jewett,NA,1815-09-30,M,rep,1857-12-07,1859-03-03,KY,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1843-12-04,1845-03-03,TN,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1845-12-01,1847-03-03,TN,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1847-12-06,1849-03-03,TN,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1849-12-03,1851-03-03,TN,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1851-12-01,1853-03-03,TN,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1853-12-05,1855-03-03,TN,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1855-12-03,1857-03-03,TN,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3233,J000222,NA,NA,406116,NA,NA,NA,NA,George Washington Jones (Tennessee politician),15974,NA,NA,5033,Q733128,kg:/m/0ckh6p,NA,George,Jones,NA,1806-03-15,M,rep,1857-12-07,1859-03-03,TN,6,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,NA,NA,NA,NA,NA,,NA,NA
3234,J000234,NA,NA,406127,NA,NA,NA,NA,J. Glancy Jones,15987,NA,NA,5044,Q6176514,kg:/m/0kt226,NA,Jehu,Jones,NA,1811-10-07,M,rep,1851-12-01,1853-03-03,PA,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glancy,NA,NA,NA,NA,NA,,NA,NA
3234,J000234,NA,NA,406127,NA,NA,NA,NA,J. Glancy Jones,15987,NA,NA,5044,Q6176514,kg:/m/0kt226,NA,Jehu,Jones,NA,1811-10-07,M,rep,1853-12-05,1855-03-03,PA,8,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glancy,NA,NA,NA,NA,NA,,NA,NA
3234,J000234,NA,NA,406127,NA,NA,NA,NA,J. Glancy Jones,15987,NA,NA,5044,Q6176514,kg:/m/0kt226,NA,Jehu,Jones,NA,1811-10-07,M,rep,1855-12-03,1857-03-03,PA,8,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glancy,NA,NA,NA,NA,NA,,NA,NA
3234,J000234,NA,NA,406127,NA,NA,NA,NA,J. Glancy Jones,15987,NA,NA,5044,Q6176514,kg:/m/0kt226,NA,Jehu,Jones,NA,1811-10-07,M,rep,1857-12-07,1859-03-03,PA,8,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glancy,NA,NA,NA,NA,NA,,NA,NA
3235,J000245,NA,NA,406138,NA,NA,NA,NA,Owen Jones (American politician),16003,NA,NA,5055,Q7114530,kg:/m/026dms6,NA,Owen,Jones,NA,1819-12-29,M,rep,1857-12-07,1859-03-03,PA,5,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3236,K000051,NA,NA,406221,NA,NA,NA,NA,William H. Keim,16144,NA,NA,5129,Q8012331,kg:/m/026dnqg,NA,William,Keim,NA,1813-06-13,M,rep,1857-12-07,1859-03-03,PA,8,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,NA,NA,NA,NA,NA,,NA,NA
3237,K000075,NA,NA,406245,NA,NA,NA,NA,John Kelly (New York politician),16173,NA,NA,5153,Q612955,kg:/m/08n343,NA,John,Kelly,NA,1822-04-20,M,rep,1855-12-03,1857-03-03,NY,4,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3237,K000075,NA,NA,406245,NA,NA,NA,NA,John Kelly (New York politician),16173,NA,NA,5153,Q612955,kg:/m/08n343,NA,John,Kelly,NA,1822-04-20,M,rep,1857-12-07,1859-03-03,NY,4,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3238,K000103,NA,NA,406271,NA,NA,NA,NA,Anthony Kennedy (Maryland politician),NA,NA,NA,5177,Q369039,kg:/m/05r48d,NA,Anthony,Kennedy,NA,1810-12-21,M,sen,1857-12-07,1863-03-03,MD,NA,Unionist,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3239,K000211,NA,NA,406371,NA,NA,NA,NA,Preston King (politician),16340,NA,NA,5269,Q13218125,kg:/m/05l8gn,NA,Preston,King,NA,1806-10-14,M,rep,1843-12-04,1845-03-03,NY,18,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3239,K000211,NA,NA,406371,NA,NA,NA,NA,Preston King (politician),16340,NA,NA,5269,Q13218125,kg:/m/05l8gn,NA,Preston,King,NA,1806-10-14,M,rep,1845-12-01,1847-03-03,NY,18,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3239,K000211,NA,NA,406371,NA,NA,NA,NA,Preston King (politician),16340,NA,NA,5269,Q13218125,kg:/m/05l8gn,NA,Preston,King,NA,1806-10-14,M,rep,1849-12-03,1851-03-03,NY,18,Free Soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3239,K000211,NA,NA,406371,NA,NA,NA,NA,Preston King (politician),16340,NA,NA,5269,Q13218125,kg:/m/05l8gn,NA,Preston,King,NA,1806-10-14,M,rep,1851-12-01,1853-03-03,NY,18,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3239,K000211,NA,NA,406371,NA,NA,NA,NA,Preston King (politician),16340,NA,NA,5269,Q13218125,kg:/m/05l8gn,NA,Preston,King,NA,1806-10-14,M,sen,1857-12-07,1863-03-03,NY,NA,Republican,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3240,K000219,NA,NA,406379,NA,NA,NA,NA,William W. Kingsbury,16352,NA,NA,NA,Q1552171,kg:/m/0h18nn,NA,William,Kingsbury,NA,1828-06-04,M,rep,1857-12-07,1859-03-03,MN,-1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wallace,NA,NA,NA,NA,NA,,NA,NA
3241,K000280,NA,NA,406437,NA,NA,NA,NA,Chauncey L. Knapp,16431,NA,NA,5332,Q1068406,kg:/m/02rhdml,NA,Chauncey,Knapp,NA,1809-02-26,M,rep,1855-12-03,1857-03-03,MA,8,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langdon,NA,NA,NA,NA,NA,,NA,NA
3241,K000280,NA,NA,406437,NA,NA,NA,NA,Chauncey L. Knapp,16431,NA,NA,5332,Q1068406,kg:/m/02rhdml,NA,Chauncey,Knapp,NA,1809-02-26,M,rep,1857-12-07,1859-03-03,MA,8,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langdon,NA,NA,NA,NA,NA,,NA,NA
3242,K000340,NA,NA,406493,NA,NA,NA,NA,John Christian Kunkel,16511,NA,NA,5376,Q6226023,kg:/m/0f8dm4,NA,John,Kunkel,NA,1816-09-18,M,rep,1855-12-03,1857-03-03,PA,10,Ind. Republican-Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christian,NA,NA,NA,NA,NA,,NA,NA
3242,K000340,NA,NA,406493,NA,NA,NA,NA,John Christian Kunkel,16511,NA,NA,5376,Q6226023,kg:/m/0f8dm4,NA,John,Kunkel,NA,1816-09-18,M,rep,1857-12-07,1859-03-03,PA,10,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christian,NA,NA,NA,NA,NA,,NA,NA
3243,L000056,NA,NA,406565,NA,NA,NA,NA,James Landy,16655,NA,NA,5438,Q6137753,kg:/m/026dm4m,NA,James,Landy,NA,1813-10-13,M,rep,1857-12-07,1859-03-03,PA,3,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3244,L000141,NA,NA,406645,NA,NA,NA,NA,William Lawrence (Ohio Democrat),16773,NA,NA,5517,Q13219439,kg:/m/06y1gl,NA,William,Lawrence,NA,1814-09-02,M,rep,1857-12-07,1859-03-03,OH,17,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3245,L000231,NA,NA,406734,NA,NA,NA,NA,Paul Leidy,16879,NA,NA,5596,Q7152004,kg:/m/026dm6b,NA,Paul,Leidy,NA,1813-11-13,M,rep,1857-12-07,1859-03-03,PA,12,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3246,L000236,NA,NA,406739,NA,NA,NA,NA,Benjamin F. Leiter,16885,NA,NA,5601,Q4888550,kg:/m/02r0xbs,NA,Benjamin,Leiter,NA,1813-10-13,M,rep,1855-12-03,1857-03-03,OH,18,Ind. Republican-Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,Franklin,NA,NA,NA,NA,NA,,NA,NA
3246,L000236,NA,NA,406739,NA,NA,NA,NA,Benjamin F. Leiter,16885,NA,NA,5601,Q4888550,kg:/m/02r0xbs,NA,Benjamin,Leiter,NA,1813-10-13,M,rep,1857-12-07,1859-03-03,OH,18,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,Franklin,NA,NA,NA,NA,NA,,NA,NA
3247,L000256,NA,NA,406759,NA,NA,NA,NA,John Letcher,16911,NA,NA,5621,Q880385,kg:/m/052lzq,NA,John,Letcher,NA,1813-03-29,M,rep,1851-12-01,1853-03-03,VA,11,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3247,L000256,NA,NA,406759,NA,NA,NA,NA,John Letcher,16911,NA,NA,5621,Q880385,kg:/m/052lzq,NA,John,Letcher,NA,1813-03-29,M,rep,1853-12-05,1855-03-03,VA,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3247,L000256,NA,NA,406759,NA,NA,NA,NA,John Letcher,16911,NA,NA,5621,Q880385,kg:/m/052lzq,NA,John,Letcher,NA,1813-03-29,M,rep,1855-12-03,1857-03-03,VA,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3247,L000256,NA,NA,406759,NA,NA,NA,NA,John Letcher,16911,NA,NA,5621,Q880385,kg:/m/052lzq,NA,John,Letcher,NA,1813-03-29,M,rep,1857-12-07,1859-03-03,VA,9,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3248,L000390,NA,NA,406882,NA,NA,NA,NA,James Lockhart (Indiana politician),17077,NA,NA,5735,Q1613865,kg:/m/02w5jyc,NA,James,Lockhart,NA,1806-02-13,M,rep,1851-12-01,1853-03-03,IN,1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3248,L000390,NA,NA,406882,NA,NA,NA,NA,James Lockhart (Indiana politician),17077,NA,NA,5735,Q1613865,kg:/m/02w5jyc,NA,James,Lockhart,NA,1806-02-13,M,rep,1857-12-07,1859-03-03,IN,1,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
3249,M000084,NA,NA,412161,NA,NA,NA,NA,Stephen Mallory,NA,NA,NA,5942,Q594906,kg:/m/023dgz,NA,Stephen,Mallory,NA,NA,M,sen,1851-12-01,1857-03-03,FL,NA,Democrat,1,NA,NA,NA,NA,NA,NA,NA,NA,Russell,NA,NA,NA,NA,NA,,NA,NA
3249,M000084,NA,NA,412161,NA,NA,NA,NA,Stephen Mallory,NA,NA,NA,5942,Q594906,kg:/m/023dgz,NA,Stephen,Mallory,NA,NA,M,sen,1857-12-07,1861-01-21,FL,NA,Democrat,1,NA,NA,NA,NA,NA,NA,NA,NA,Russell,NA,NA,NA,NA,NA,,NA,NA
